,logS,MolLogP,MolMR,LabuteASA,HeavyAtomMolWt,Chi0v,MolWt,ExactMolWt,Chi1,AvgIpc,Chi1v,SMR_VSA7,HeavyAtomCount,Chi3v,Chi1n,Chi0,PEOE_VSA6,BCUT2D_LOGPHI,FpDensityMorgan1,BertzCT,Chi0n,Chi2v,NumValenceElectrons,Chi2n,Chi4v,Chi3n,Chi4n,NumAromaticRings,NumAromaticCarbocycles,RingCount,Kappa1
0,-2.1770779444,2.1525,36.839500000000015,58.26113356081901,135.529,5.428893055439675,140.569,140.00289246,4.325698502695489,1.9003726279897948,2.9126913095500884,34.85155307928476,9,1.2580641723534745,2.534726836540861,6.69023444431199,23.733674027155736,2.066611997690704,1.2222222222222223,202.66106510209755,4.67296410942122,2.105838134239069,46,1.6694023537670843,0.6673359023423765,1.0060878570139895,0.541347744672634,1,1,1,6.302249388753057
1,-3.9244090954,4.059300000000004,100.35530000000006,153.12029170804385,324.25000000000006,14.84661394508245,345.4180000000001,345.14961811191,12.48607100299237,2.6792399785733467,8.667323908397517,100.61366228002433,26,4.9472947718902835,8.667323908397517,18.681433796945207,80.57751215245898,2.3696393687686745,0.8076923076923077,901.4958735401572,14.84661394508245,6.558499224786334,132,6.558499224786334,3.2712268163084683,4.9472947718902835,3.2712268163084683,3,3,3,17.743396644177704
2,-4.6620645831,2.4854000000000003,119.07600000000004,183.18326845703425,392.2850000000002,17.819584613809813,422.52500000000026,422.22055743999994,15.281122218727107,3.6265118066617714,11.425461754517919,59.65783953108687,31,6.316787679755381,11.425461754517919,20.622745096813755,24.26546827384644,2.2544215870374464,0.5161290322580645,769.8999341256456,17.819584613809813,9.141004131638457,164,9.141004131638457,4.132685141506906,6.316787679755381,4.132685141506906,2,2,6,19.5567157925256
3,-3.1231503041,2.638020000000001,41.27000000000002,55.83662643050253,108.09899999999998,5.593858127134677,118.17899999999997,118.07825032,4.325698502695489,1.8814083105156787,3.0182906301045946,41.97130694083893,9,1.2778317186842776,3.0182906301045946,6.69023444431199,42.483875555975814,2.0308949766274846,1.4444444444444444,211.03322454351996,5.593858127134677,2.1182620714488394,46,2.1182620714488394,0.7970879372034716,1.2778317186842776,0.7970879372034716,1,1,1,6.085628140703518
4,-2.6645485391,0.5284,96.43820000000004,158.13554184614782,348.2250000000001,15.759687022377307,376.4490000000002,376.1885886159999,12.591224926280432,2.8216213278091242,9.7621932428573,23.801164850570913,27,8.284714452655159,9.7621932428573,19.77565640300939,25.496599036284397,2.6652526639453598,1.2962962962962963,755.7707920367225,15.759687022377307,9.310886901192475,148,9.310886901192475,6.962201944054261,8.284714452655159,6.962201944054261,0,0,4,18.997236284197285
5,-4.396652184700001,3.195800000000002,56.232500000000016,91.34603234585383,210.13799999999995,8.282979389999324,218.202,218.054321316,7.664703797946448,2.3004956536183396,4.724823028332996,71.29228121317867,16,2.2128207359159826,4.724823028332996,11.543605595440512,0.0,2.108880877089883,0.6875,452.9607327512057,8.282979389999324,3.342910194893542,80,3.342910194893542,1.3691933228396698,2.2128207359159826,1.3691933228396698,2,2,2,10.486553034816016
6,-4.595502563999999,3.497200000000002,93.50200000000005,147.07171412934204,320.2150000000001,14.057384831334863,342.391,342.14672380400003,12.270856947829097,2.673255111471669,8.292564324352893,71.7905736680101,25,3.351320903999845,8.292564324352893,17.74442991930291,36.39820241076966,2.024642383508403,0.6,582.1507932669278,14.057384831334863,5.323368406640426,132,5.323368406640426,2.068908220040285,3.351320903999845,2.068908220040285,2,2,2,18.675416469330468
7,-2.2827688499,1.5651,46.15650000000002,66.44758523293392,138.10499999999996,6.742213231911951,149.19299999999998,149.084063972,5.236382105218447,2.0456060352867365,3.4637785887861425,29.828919765543436,11,1.5455686773385557,3.4637785887861425,8.267584713501616,0.0,2.0987246675961524,1.1818181818181819,238.24457522403964,6.742213231911951,2.6038105442781685,58,2.6038105442781685,0.8510316620877281,1.5455686773385557,0.8510316620877281,1,1,1,7.793199174406604
8,-2.3946499685,2.570800000000001,55.99100000000004,84.89612313542727,176.12999999999997,8.910354708062405,192.25800000000004,192.115029752,6.494800481421252,2.0154631814436907,4.730162819405302,35.89528683400505,14,1.8926926497146648,4.730162819405302,10.604448006685086,30.33183534230805,2.162713210838384,1.2857142857142858,301.3575848525983,8.910354708062405,4.015711590311105,76,4.015711590311105,1.512616761758404,1.8926926497146648,1.512616761758404,1,1,1,10.76880220646178
9,-3.4302388798,2.761700000000001,60.377000000000045,91.20725722575776,188.14099999999996,9.617461489248953,206.28499999999997,206.130679816,7.054661458305718,2.9733885244582905,5.405040460790718,29.828919765543436,15,2.558603119069395,5.405040460790718,10.888905057061262,32.903945735995094,2.2416797140058016,1.2666666666666666,317.38434399782966,9.617461489248953,5.040723430215882,82,5.040723430215882,1.4045986882279546,2.558603119069395,1.4045986882279546,1,1,2,10.496220113689636
10,-3.5440597008,3.7048000000000023,61.50150000000003,103.75767145860257,245.13499999999993,10.088218201460101,260.255,260.10241438,8.447706970623635,2.333454005366917,5.6429148754436405,35.392371257240434,18,2.5365027706853693,5.6429148754436405,13.596011838247808,12.13273413692322,2.2874579447361563,1.1666666666666667,382.2179844419697,10.088218201460101,3.9481917344555613,100,3.9481917344555613,1.521396954461802,2.5365027706853693,1.521396954461802,1,1,1,14.700096153846156
11,-3.4115138849,3.3588000000000005,36.454000000000015,66.59621766955395,176.524,6.077187914813867,180.55599999999998,179.995362468,4.999018565639891,1.8553861097332383,3.2052606240736004,34.85155307928476,11,1.3870414526440509,2.827296151064373,8.483127663125444,17.667306958694127,2.297830007732719,1.1818181818181819,254.10775327612674,5.321258968795412,2.444542198039373,60,2.008106417567389,0.8550949892397264,1.151944349856312,0.6648071411005261,1,1,1,8.397087378640776
12,-3.5134687407,2.780900000000001,63.169000000000054,98.50133780611716,204.13999999999996,10.91497931570358,228.33199999999994,228.172544628,7.476180956856101,3.057992106739329,6.264959792192941,0.0,16,3.349283018585158,6.264959792192941,12.181798275874712,20.771211599071872,2.307050581911147,1.5625,233.33220565073853,10.91497931570358,5.4005390608760795,94,5.4005390608760795,1.5375507897500038,3.349283018585158,1.5375507897500038,0,0,1,13.494808813998704
13,-4.2873429345,3.453000000000002,45.98200000000003,63.63869283950128,120.10999999999997,7.198670612749268,136.238,136.125200512,4.698377302757663,1.8845053612018057,4.007583596838497,22.795333697041684,10,2.2251444688392668,4.007583596838497,7.560477932315068,22.795333697041684,2.2387943540875597,1.3,178.21499122004107,7.198670612749268,3.3581543514771552,56,3.3581543514771552,1.3037360979822399,2.2251444688392668,1.3037360979822399,0,0,1,7.585485232067512
14,-3.4541026398000003,0.008900000000000075,50.400000000000034,78.02950126508347,166.11499999999995,7.772742368510768,182.24299999999997,182.11755517209,6.236382105218448,2.139624150756449,4.523699679716009,29.828919765543436,13,1.9335861917051573,4.523699679716009,9.681798275874712,12.13273413692322,2.159698830637002,1.4615384615384615,262.8565878189707,7.772742368510768,3.0434100081692024,72,3.0434100081692024,1.1926842838671912,1.9335861917051573,1.1926842838671912,1,1,1,10.023752093802344
15,-3.5129421932,3.7322000000000015,46.01900000000001,74.70614391453859,190.43599999999998,7.34083784583847,195.476,193.9456832,4.736382105218447,1.8787445285930133,4.027264407070813,33.80781932456448,10,2.0339597420080686,2.7368129772275105,7.560477932315068,29.268246848926644,2.212884990860182,1.2,232.29287048965844,5.073051007783106,2.9802592661083103,54,1.869362116983296,1.4068185604912373,1.1590801571098217,0.630055367130198,1,1,1,8.189108027750247
16,-4.6341446203,3.831300000000003,74.48380000000006,111.91774171112876,228.16199999999995,12.119235038669336,258.40199999999993,258.21949482,8.680739212552622,2.3511757553750394,7.528254499776824,0.0,18,3.0833234446733204,7.528254499776824,13.639981912617825,64.71113180602472,2.0997726474553766,0.9444444444444444,190.1777353463783,12.119235038669336,5.025451290813205,108,5.025451290813205,1.8828610880650019,3.0833234446733204,1.8828610880650019,0,0,0,17.429999999999996
17,-2.5636257131,1.7946,53.09300000000003,82.95512321835328,180.11799999999997,7.810166830088988,192.21400000000003,192.078644244,6.825698502695489,2.2529584541923557,4.297329732467056,42.98679113274043,14,1.5062548755007383,4.297329732467056,10.22576835024473,24.778036888983326,2.069197793751596,1.2857142857142858,292.660770563408,7.810166830088988,2.5331356936045992,74,2.5331356936045992,0.8774225330800286,1.5062548755007383,0.8774225330800286,1,1,1,10.31176614881439
18,-4.7932278922,2.2419000000000002,109.78320000000006,162.29176410035188,336.2650000000001,16.702503286253606,367.5130000000001,367.23800465209007,13.064515919973033,2.7264179671467748,9.88735450474046,65.72420659954848,27,5.849756637942932,9.88735450474046,19.27781011412252,37.255572541998674,2.2275477511736166,1.037037037037037,736.7334819718303,16.702503286253606,7.573454191266425,144,7.573454191266425,3.9890179013171516,5.849756637942932,3.9890179013171516,2,2,3,19.587700678572958
19,-4.587250024599999,4.541200000000005,69.73380000000004,99.51011590126248,196.16399999999996,10.576605628567375,220.35600000000002,220.182715388,7.6815405503520555,2.251469520089965,6.461476222232286,29.828919765543436,16,2.933266549334926,6.461476222232286,11.803118619434356,51.66349502800851,2.1384084202049944,0.9375,273.9913549938148,10.576605628567375,5.013182727296284,90,5.013182727296284,1.8978779905418783,2.933266549334926,1.8978779905418783,1,1,1,13.086577896138483
20,-4.4511392252,3.7528000000000032,55.85800000000003,74.24184974150809,144.13199999999998,7.723614639131599,158.24399999999994,158.109550448,5.6090609052806215,2.043773535193234,4.028473986232466,48.55024262443742,12,1.8481696397439797,4.028473986232466,9.137828201504695,42.503181632720356,2.170793238702211,1.0,289.31512465051037,7.723614639131599,3.1414647646633957,62,3.1414647646633957,1.0501214076414063,1.8481696397439797,1.0501214076414063,1,1,1,8.793457943925233
21,-4.4720217682,3.2925200000000014,49.87900000000003,69.25611369147998,132.12099999999998,7.809401076758504,148.24900000000002,148.125200512,4.999018565639891,1.8607638717481272,4.071367205045918,35.392371257240434,11,1.9175922499108566,4.071367205045918,8.483127663125442,50.60013136461531,2.211500222002833,0.9090909090909091,223.21037742768323,7.809401076758504,4.116025403784439,60,4.116025403784439,1.0535612008409867,1.9175922499108566,1.0535612008409867,1,1,1,8.31784735812133
22,-1.445031941,0.31659999999999955,31.581999999999983,54.87882841291975,116.07499999999997,5.42938075605009,127.16300000000001,127.07645317191,4.304530452640311,1.9003726279897948,3.513420005986402,0.0,9,1.9385050488558724,3.513420005986402,6.69023444431199,19.26246486877803,2.219371250104521,1.2222222222222223,103.48377837619049,5.42938075605009,2.6539694597569716,52,2.6539694597569716,1.338290937411116,1.9385050488558724,1.338290937411116,0,0,1,6.588063754427392
23,-0.4108977358,0.6787000000000003,212.88839999999988,365.5084736343292,1002.2259999999999,36.37035134083903,1021.378,1019.87759296755,29.4196385446003,3.140680504410463,25.48460650459786,88.04566357040603,64,14.123754090952355,16.488050310079704,47.37130376232766,24.26546827384644,2.3680276733064067,0.65625,3589.574850375141,30.71544290925424,21.425290572131328,340,12.533582681089444,10.205609058487259,8.325664420599304,5.818793750559682,5,4,6,47.849864111355664
24,-3.8937390711,2.2764000000000006,113.20740000000002,157.27924160567198,316.2780000000001,15.480244994153304,346.518,346.23980180018,12.949489742783179,2.69624935113459,9.516507857945053,83.94261388167787,26,3.996876127326799,9.516507857945053,18.125263286856395,60.6636706846161,1.9973455957577964,0.5384615384615384,634.005206577911,15.480244994153304,6.1953959040092945,134,6.1953959040092945,2.5571742928869057,3.996876127326799,2.5571742928869057,2,2,2,19.582964531670846
25,-0.4261364852,2.0342000000000002,197.20809999999986,337.4016555022189,914.143,33.36807519355582,934.3030000000002,932.9342025596401,27.174640174383892,3.0789764739051844,22.77159280601984,72.01362407312197,59,12.064035199450307,15.183284901965544,43.71660322394841,6.06636706846161,2.3728459804162054,0.6949152542372882,3136.439335214949,28.529663342898747,18.899822795814398,314,11.324611485700235,8.477637299851477,7.208214510433107,4.840985226843344,5,4,5,44.560933847774855
26,-3.358911212,8.471400000000008,212.98099999999957,330.0891525735758,782.0500000000002,32.830780591385185,822.3700000000002,821.2191614598202,26.795194764613058,3.150572298651841,21.20066242641101,88.04566357040602,56,10.417170175860484,18.00620137247406,40.13297049743464,64.71113180602472,2.2950161940074083,0.6964285714285714,2321.0688615482923,30.441858483511275,15.912180243781775,296,12.846391034544173,6.93294425786815,8.54874809842319,5.656970678523501,4,3,5,42.011607332700784
