,logS,MolLogP,MolMR,LabuteASA,HeavyAtomMolWt,Chi0v,MolWt,ExactMolWt,Chi1,AvgIpc,Chi1v,SMR_VSA7,HeavyAtomCount,Chi3v,Chi1n,Chi0,PEOE_VSA6,BCUT2D_LOGPHI,FpDensityMorgan1,BertzCT,Chi0n,Chi2v,NumValenceElectrons,Chi2n,Chi4v,Chi3n,Chi4n,NumAromaticRings,NumAromaticCarbocycles,RingCount,Kappa1
0,-5.54801969566953,1.9006999999999994,116.41760000000004,180.67781447791518,415.28300000000013,16.98848877370918,434.4350000000002,434.16150006800007,15.54604519330777,3.318263797483419,9.964857822687796,71.03646519958117,32,5.104738668234112,9.964857822687796,22.24191172926027,6.06636706846161,2.259089692909871,1.1875,1367.4899409594746,16.98848877370918,7.31370774537174,162,7.31370774537174,3.327891425267947,5.104738668234112,3.327891425267947,4,0,5,19.66979239849312
1,-5.071408991961754,4.180900000000003,108.96400000000003,172.2317563959802,394.2520000000001,17.02405213683304,418.4440000000001,418.181647068,14.158016960103845,3.0787435539175108,9.588940967499566,47.91653490361804,30,4.38075958216564,9.588940967499566,21.88854057813175,6.06636706846161,2.305872834889223,1.3333333333333333,1044.3977784519182,17.02405213683304,7.4973154864793665,160,7.4973154864793665,2.8647554571575133,4.38075958216564,2.8647554571575133,3,1,3,21.63438328735858
2,-3.925969395299357,4.893200000000004,106.87420000000002,161.937465975799,363.69500000000016,15.695670152041211,382.8470000000001,382.108420148,12.758857377976812,2.632032842563975,8.682166578927845,65.81678050150889,27,4.401412886171892,8.304202105918616,19.60408352775558,35.866408164078955,2.3104951372739824,1.037037037037037,967.7218222607908,14.939741206022756,7.042025004344235,138,6.60558922387225,2.6735702170355204,4.149436570832408,2.547582059365778,3,2,3,18.732518627418223
3,-4.535280051805512,2.1310400000000005,103.07630000000002,156.8330938371737,347.2440000000001,15.70215258175198,370.42800000000017,370.180504196,12.828606258093465,2.8955152337310506,8.92448997605911,28.704418887749956,27,5.080249680554122,8.92448997605911,19.714813991764814,5.920434318855644,2.3684606346861625,1.4074074074074074,983.4988801554448,15.70215258175198,6.87743711054899,142,6.87743711054899,3.739979734582899,5.080249680554122,3.739979734582899,2,1,3,18.771355364873074
4,-4.70996281408114,4.2173000000000025,126.73540000000004,190.8726799084402,416.31500000000017,18.09365196382539,440.5070000000002,440.19607400800004,16.135361590784807,3.2570654708796614,10.871604573870938,73.57957948135142,33,5.853475237486835,10.871604573870938,22.785881803630286,24.778036888983326,2.344176914114422,1.0909090909090908,1299.9886996136902,18.09365196382539,7.974613838059627,166,7.974613838059627,4.241172497550338,5.853475237486835,4.241172497550338,4,2,5,20.68875669244497
5,-3.795549032327418,2.5802000000000005,94.74580000000006,145.19303464752647,324.27600000000007,15.464872798413234,352.50000000000017,352.182063756,11.502368428929353,2.6236278912982733,10.327288018802264,24.26546827384644,24,7.368150340473794,8.887224690001624,17.156489770562874,6.923737199690624,2.2666488079660385,0.9583333333333334,628.7326486223166,14.648376217485508,8.967213793876653,134,7.029278813934984,5.207848807352882,5.455281840587187,3.738150207239779,1,1,3,17.704657211699338
6,-3.852570829476536,3.3100000000000023,131.639,202.08633709292977,432.3060000000003,20.979274238759743,468.59400000000034,468.26242225199996,16.46459005333043,2.984766415642604,11.918131699986537,46.519274240634424,34,7.102681224490139,11.918131699986537,24.241911729260266,0.0,2.421765456551214,0.8823529411764706,1038.1658926107255,20.979274238759743,9.20631462734061,184,9.20631462734061,5.151647627339649,7.102681224490139,5.151647627339649,2,2,4,24.20270137648028
7,-4.110101632632705,2.639380000000001,94.00550000000003,144.8429841254824,316.235,13.696738193534191,334.3790000000001,334.142975816,12.241514740667455,2.9791566073939313,8.24599884966087,47.65558189731512,25,4.498642836732054,8.24599884966087,17.225403871315223,6.06636706846161,2.3550658215609546,1.24,934.4527635538064,13.696738193534191,6.160981066417925,126,6.160981066417925,3.1899277224673983,4.498642836732054,3.1899277224673983,3,1,4,15.63628869325328
8,-3.80170228199551,2.2504,94.71400000000006,146.27042762768477,314.24700000000007,14.81229344437442,337.43100000000004,337.20149373600003,12.241514740667455,3.2595842349400583,9.232423822206279,35.29987562577146,25,5.349016169679664,9.232423822206279,16.965890847321383,13.344558822616634,2.402095158067812,1.24,934.4473588848504,14.81229344437442,7.195756456588612,130,7.195756456588612,3.904805154810878,5.349016169679664,3.904805154810878,3,0,5,14.865532370445637
9,-3.72540511285351,1.9352999999999996,81.90540000000003,122.82178683185066,266.19899999999996,12.042417816847685,285.35100000000006,285.158960228,10.185871848001629,2.977649808293232,7.1641462764978545,31.245486505271604,21,4.034547327103685,7.1641462764978545,14.819626477379408,6.578935683598497,2.230954040780192,1.5238095238095237,664.8826587325323,12.042417816847685,5.424584714675294,110,5.424584714675294,2.829905618907886,4.034547327103685,2.829905618907886,2,0,3,13.605641504907577
10,-4.399056409720074,1.7324,113.04960000000001,181.99501574239582,400.2730000000002,16.839128026402232,425.4673053340002,425.2003168020001,16.141180207698238,3.532448992118375,9.455198212722312,36.28671634345944,31,4.650914752451463,10.955198212722312,24.457454678884098,6.06636706846161,2.3691387967364372,1.2580645161290323,1240.041930493715,19.839128026402232,6.962735743042808,160,6.962735743042808,2.988021569967607,4.650914752451463,2.988021569967607,3,1,4,16.74244713060932
11,-4.628666061399768,4.354600000000003,126.38709999999999,187.49858621774877,402.3080000000002,17.906331554012024,429.52400000000017,429.216475104,15.635361590784806,2.837923585475379,10.727993769680959,73.57957948135142,32,5.65750460965148,10.727993769680959,22.338288046437576,36.91077102590655,2.3274439874606943,1.09375,1061.4501933035172,17.906331554012024,7.7756946355626875,164,7.7756946355626875,3.8596949746613927,5.65750460965148,3.8596949746613927,3,2,4,21.365402474251532
12,-4.224050832690105,5.154400000000002,117.85259999999998,189.3961008186449,488.26800000000014,18.41056553894591,500.36400000000015,498.974264824,14.742020625571204,3.364539770977689,11.59653661122903,63.28176842653296,31,6.555405066770038,8.414635376034118,22.17299762850792,23.20187978046503,2.3994981677630816,1.1612903225806452,1360.7847522554666,15.265714485053547,9.33207952445586,160,6.118933192948024,4.769629039639228,4.068719013526878,2.6864674117347835,4,2,4,21.375021650003774
13,-5.377649203116202,4.399020000000003,157.06239999999977,238.57067149682274,542.3720000000003,23.639787370176197,572.6120000000001,572.2235118800002,19.806456773678175,3.3048300682104728,13.695529062910964,97.32137829266165,42,8.728377860976355,13.695529062910964,30.24782970765491,18.19910120538483,2.430132657055299,1.119047619047619,2081.9145447748824,23.639787370176197,11.63854979432935,216,11.63854979432935,6.4675100770100835,8.728377860976355,6.4675100770100835,5,3,6,27.592567018508923
14,-5.2412509491662025,2.5358600000000004,102.95100000000001,165.98483349563796,366.2830000000001,15.765044856576276,383.4190000000001,383.1606915440001,14.114453409156361,3.430888768924052,9.272817139280644,43.24742849814007,29,5.575814982013387,9.272817139280644,20.00986092169139,0.0,2.4582813966706305,1.103448275862069,1287.443914145116,15.765044856576276,7.505531201022742,142,7.505531201022742,4.044939328601864,5.575814982013387,4.044939328601864,4,0,5,17.14109237147698
15,-3.840587880366625,2.0774,77.78090000000003,121.16944127321146,268.191,11.243939487817746,282.303,282.111675688,10.220346690612274,3.3307674245254892,6.7049991459519305,48.41945048038267,21,3.140941143848992,6.7049991459519305,14.656489770562878,0.0,2.2947739125464506,1.1428571428571428,668.3836519791935,11.243939487817746,4.889106098768035,106,4.889106098768035,1.8539112394719297,3.140941143848992,1.8539112394719297,2,0,3,13.233610273555284
16,-3.948053911199184,3.466380000000001,86.33470000000003,133.7321371402767,288.229,12.81305376775991,306.373,306.15929457600004,11.364504642955708,3.3243353987610895,8.061480309016524,30.98421785806538,23,4.813106787001562,8.061480309016524,15.6480536021256,12.841643245852019,2.3620712242448,1.3478260869565217,849.2211356700518,12.81305376775991,6.145373004065925,116,6.145373004065925,3.6560096957460417,4.813106787001562,3.6560096957460417,3,0,4,13.947001756455784
17,-5.095392545523328,3.1851800000000017,88.07200000000003,133.36374022817407,294.27400000000006,13.698248587486928,311.40999999999997,311.10923316400005,10.41403346581242,2.949368394325537,8.188150944524816,45.74617533636426,22,4.772963926521165,7.202552384871328,15.905412915006314,56.79856482230943,2.2873005050497106,1.2727272727272727,823.1983846477617,12.881752006559202,7.424462086833049,112,6.362390290104262,3.4506794951797453,3.8163930749983828,2.5083719608821826,2,1,3,14.859762109141613
18,-3.8472918140187193,2.7534,127.73740000000002,194.96454835071808,432.31400000000025,18.51033642272653,454.4900000000002,454.17533856400007,16.56288194571337,3.4348710803946947,10.84962568729413,71.40890427319432,34,5.801924786130903,10.84962568729413,23.656125291633362,24.119535524240472,2.282755883567295,1.088235294117647,1478.8523523399751,18.51033642272653,7.896792126177054,170,7.896792126177054,4.246963876497661,5.801924786130903,4.246963876497661,4,2,5,21.275409328922542
19,-3.908552569974956,3.3062000000000014,129.1014,195.27571992667455,432.31400000000025,18.501900254289254,456.5060000000002,456.19098862800007,16.56288194571337,3.1746448171286454,11.046549112352807,84.06386006362672,34,6.002211362829694,11.046549112352807,23.656125291633362,24.778036888983326,2.2829199918969403,1.088235294117647,1408.6177134249228,18.501900254289254,8.112554765582642,172,8.112554765582642,4.418695906652412,6.002211362829694,4.418695906652412,4,2,5,21.44594671201814
20,-4.270050784957313,4.4153800000000025,182.0243999999995,284.0667085140529,625.4540000000001,27.757039419731083,665.7739999999997,665.32381436,23.712678418409553,3.475955286637393,16.72185072060499,72.32460210040647,49,9.83689846106564,16.72185072060499,34.12238061788423,18.19910120538483,2.3645175666072493,1.0612244897959184,1910.0476403086516,27.757039419731083,13.392457106559798,254,13.392457106559798,7.007498332911434,9.83689846106564,7.007498332911434,4,2,7,32.63755961131629
21,-5.25837296187479,3.841000000000001,130.31810000000002,203.83445325743347,468.31400000000025,19.21713763936582,489.4820000000002,489.1612459720001,17.367412398353682,3.5067830312884185,11.196972547484428,70.64965881205997,36,6.161725073678618,11.196972547484428,25.396612267639522,24.119535524240472,2.3667666722191054,1.1944444444444444,1578.0999099448704,19.21713763936582,8.357511869350335,182,8.357511869350335,4.481368797800323,6.161725073678618,4.481368797800323,4,2,5,23.108731136803314
